city,lat,lng
Chesnut Hill,40.7236,-75.2074
Atlantic,41.3958,-95.0136
Bonne Terre,37.9209,-90.5425
Belle Mead,40.4684,-74.6559
South Monroe,41.8927,-83.4186
Lawrence,40.6041,-73.7151
Tehaleh,47.1165,-122.1824
Joshua Tree,34.1236,-116.3128
Orland Hills,41.5905,-87.8414
Notre Dame,41.7014,-86.2378
Stewartville,43.8606,-92.4896
Opp,31.2848,-86.257
Lake Mathews,33.825,-117.3683
Folcroft,39.8891,-75.277
Linglestown,40.3444,-76.7948
Fox Point,43.1581,-87.9013
Bayville,40.9076,-73.5602
Eldridge,41.639,-90.5809
Ross,41.5267,-87.3748
Nuevo,33.8011,-117.1414
Pinehurst,42.5334,-71.2339
Brookings,42.0697,-124.3002
North Syracuse,43.1339,-76.1304
South Patrick Shores,28.202,-80.6137
Vine Grove,37.8134,-85.9828
Gateway,61.5668,-149.2417
Purcell,35.0231,-97.3757
South Run,38.7467,-77.2754
Delano,45.0384,-93.793
Gunnison,38.548,-106.9246
Oakmont,40.52,-79.8365
Liberty Hill,30.6638,-97.9063
Jordan,44.6648,-93.6351
Tappan,41.027,-73.952
Eastwood,42.3027,-85.5447
Bedford,37.336,-79.5179
Air Force Academy,38.9942,-104.8639
Nephi,39.7069,-111.8326
Moapa Valley,36.6078,-114.4566
Galax,36.666,-80.9176
Willis,30.4314,-95.4831
Heathcote,40.3878,-74.578
Cochituate,42.329,-71.3576
Steilacoom,47.1703,-122.5933
Boonville,38.0456,-87.2907
Plattsmouth,41.0054,-95.894
Edgemoor,39.7547,-75.5069
Lutherville,39.424,-76.6177
Kahaluu-Keauhou,19.5669,-155.9533
Raleigh Hills,45.4851,-122.7567
Belpre,39.2815,-81.5972
Carolina Beach,34.0396,-77.8966
Green Knoll,40.6047,-74.6147
Winthrop Harbor,42.4805,-87.8293
Blakely,41.486,-75.6012
Normandy Park,47.4342,-122.3436
Rockville,41.8665,-72.4512
Gurabo,18.2528,-65.9785
Ellettsville,39.2322,-86.6232
Forest Glen,39.019,-77.0447
Bridgewater,38.3862,-78.9674
Lackland AFB,29.3866,-98.6179
Ontario,40.771,-82.6104
Homeacre-Lyndora,40.8721,-79.9211
Indiantown,27.0376,-80.491
Thermalito,39.4909,-121.615
Stone Mountain,33.8035,-84.1723
Aubrey,33.2874,-96.9622
Hebron,39.0626,-84.709
Burnet,30.7496,-98.2383
Harvest,34.8558,-86.752
North Caldwell,40.8629,-74.2576
Rancho Calaveras,38.1248,-120.857
Jamul,32.7184,-116.8709
Green Hill,36.2349,-86.5733
Oakdale,30.8158,-92.6542
Buena Vista,37.7319,-79.3568
Selma,35.5406,-78.2932
Lynchburg,35.2846,-86.3587
Black Jack,38.7993,-90.264
Dunlap,41.6346,-85.9235
Lake Shore,45.6911,-122.6911
Litchfield,45.1221,-94.5253
Orchard Mesa,39.0363,-108.5166
Strathmore,40.4018,-74.2194
Belle Haven,38.7775,-77.0574
Solvay,43.0571,-76.2123
Hapeville,33.6609,-84.4093
Northgate,39.2533,-84.5941
Milton,41.0088,-76.8507
West View,40.5182,-80.0333
Upper Sandusky,40.8298,-83.2721
Geneseo,41.4509,-90.154
Pelican Bay,26.2327,-81.8108
Iowa Park,33.9622,-98.6819
Keene,32.3955,-97.3226
Wailea,20.6873,-156.4291
St. Gabriel,30.2536,-91.1013
Carthage,32.1526,-94.3368
Treasure Island,27.774,-82.7663
Olivarez,26.2285,-97.9931
Howland Center,41.2482,-80.7443
Amory,33.9814,-88.4823
Galliano,29.447,-90.3096
St. John,38.7148,-90.3462
Pratt,37.6765,-98.7451
Franklin,29.7851,-91.5098
Kula,20.7706,-156.3284
Valley City,46.9222,-98.0055
Carbondale,39.3949,-107.2148
South Lebanon,39.3672,-84.2205
Calipatria,33.1493,-115.5055
West Point,41.3645,-74.0123
Ramblewood,39.9322,-74.9527
Marvin,34.9889,-80.8033
Larchmont,40.9258,-73.7531
Irvington,41.0349,-73.866
Garrett,41.3527,-85.1237
Hillsboro,39.2123,-83.6113
Bronxville,40.9395,-73.8265
Pecan Plantation,32.3628,-97.6553
Highland Heights,39.0354,-84.4567
Kathleen,28.1224,-82.0387
Milford,39.1699,-84.2811
Swarthmore,39.9023,-75.3488
Desert Palms,33.7789,-116.293
Gulf Breeze,30.3684,-87.1737
Morrow,33.5815,-84.3391
Schuyler,41.4497,-97.062
North Sea,40.933,-72.4047
Gulf Park Estates,30.3802,-88.7581
San Antonio,18.4471,-66.2995
Woodland,45.9145,-122.7505
Union Gap,46.5566,-120.4979
Byron,44.0378,-92.6409
West Hattiesburg,31.3114,-89.374
Brier,47.7924,-122.2734
Huntingburg,38.301,-86.9622
Moraine,39.6983,-84.2458
Gananda,43.1274,-77.3361
Red Lion,39.8986,-76.6078
Catasauqua,40.6531,-75.4643
Salem,38.6047,-86.0976
Hazardville,41.9921,-72.5344
Ocean City,30.4398,-86.6071
Latimer,30.4974,-88.8607
Taos,36.3871,-105.5803
East Flat Rock,35.2802,-82.4171
Milford,42.587,-83.6012
Powell,44.7958,-108.7681
Brookhaven,39.6062,-79.8812
Sheridan,45.096,-123.3983
Sweetwater,35.6029,-84.4716
Munford,35.4434,-89.8147
Fairview,41.7321,-73.9137
De Soto,38.141,-90.5609
Blue Bell,40.1474,-75.2687
Abilene,38.923,-97.2252
Ralston,41.2005,-96.0355
West Loch Estate,21.3617,-158.0246
Thurmont,39.621,-77.4076
Colusa,39.2059,-122.0125
Leitchfield,37.4863,-86.2856
Clemson University,34.675,-82.8344
Mount Vernon,37.9364,-87.8958
Eatonton,33.3258,-83.3886
Watchung,40.6431,-74.4391
Chesapeake Beach,38.6881,-76.5448
Elm Grove,43.048,-88.0867
Huron,36.2041,-120.0961
Canutillo,31.9185,-106.6006
Dacono,40.0623,-104.9476
Willard,37.2931,-93.4171
River Park,27.3214,-80.3308
East Falmouth,41.5708,-70.5556
Wheelersburg,38.7383,-82.842
Cynthiana,38.386,-84.2992
Zimmerman,45.4416,-93.598
Ramtown,40.1145,-74.1492
Gun Barrel City,32.3277,-96.1286
Dillon,34.4233,-79.3689
Fruitland,44.0197,-116.922
Johnson Lane,39.0489,-119.7245
Braddock,38.8308,-77.3565
Sanibel,26.4534,-82.1023
Prospect Park,39.8859,-75.3075
Douglas,42.7542,-105.3969
Volo,42.3299,-88.1598
High Springs,29.807,-82.5955
Stratmoor,38.7731,-104.7786
Sidney,41.1341,-102.9681
Camino Tassajara,37.7909,-121.8851
Pimmit Hills,38.9105,-77.1991
Lake Mills,43.0775,-88.9055
Lindale,32.4933,-95.4069
Ranchettes,41.2186,-104.7729
Flanders,40.8937,-72.6051
Walker,30.4851,-90.8654
Harrah,35.4786,-97.1873
Johnsburg,42.383,-88.2476
Nolanville,31.0754,-97.609
Ward,35.0117,-91.9577
Chickasaw,30.7715,-88.0793
Cherry Hills Village,39.6375,-104.948
Avra Valley,32.4195,-111.3393
Lebanon,37.5691,-85.2594
Fountainhead-Orchard Hills,39.6878,-77.7173
Salida del Sol Estates,26.3257,-98.4469
Sullivan,38.2129,-91.1637
Penitas,26.2577,-98.4407
Walkersville,39.4832,-77.3559
Twin Lakes,42.519,-88.2484
Henderson,35.4446,-88.6531
Snowflake,34.5225,-110.0913
Pigeon Forge,35.7977,-83.5623
East End,34.5554,-92.3261
Carlstadt,40.8247,-74.0613
El Rio,34.2453,-119.1568
Portland,40.4376,-84.9833
New Haven,42.7306,-82.7953
Village of Oak Creek,34.7813,-111.7606
Rochester Institute of Technology,43.0827,-77.6715
Tea,43.4564,-96.8257
Marion,34.1787,-79.3956
De Soto,38.9688,-94.9549
Forest Hills,40.4251,-79.8544
Monticello,40.0342,-88.5728
Lucas Valley-Marinwood,38.0405,-122.5765
Shrewsbury,38.5866,-90.3282
Simsbury Center,41.8808,-72.8111
West Yarmouth,41.6496,-70.2487
Clyde,41.3044,-82.9781
Huntington Woods,42.4816,-83.1685
Dripping Springs,30.196,-98.0938
Highland,41.7208,-73.9625
Glenarden,38.9294,-76.8577
Tecumseh,35.2639,-96.9337
Crockett,31.3177,-95.4564
Hilmar-Irwin,37.4045,-120.8504
Lyman,34.9667,-82.1232
Rossford,41.5812,-83.5682
Waupaca,44.3506,-89.0719
Bethel,60.7928,-161.7917
Orange City,43.0023,-96.0566
Hampstead,39.6105,-76.8549
Leisure Village,40.0445,-74.1852
Covedale,39.1267,-84.637
Ville Platte,30.6901,-92.2746
Champion Heights,41.3031,-80.8514
Cold Spring,39.013,-84.435
Gladewater,32.5426,-94.9465
Warrenton,46.1685,-123.9302
Countryside,41.7741,-87.8752
Obetz,39.8671,-82.9451
Prospect Park,40.938,-74.1736
DeFuniak Springs,30.7123,-86.1208
Manistee,44.2439,-86.3242
Crestwood,38.3355,-85.4839
Talent,42.2404,-122.7807
Steelton,40.2258,-76.8253
Yardville,40.1849,-74.6604
East Rochester,43.1122,-77.4869
Vero Lake Estates,27.7471,-80.5283
Taylor,41.3958,-75.7147
Adel,41.6101,-94.0124
Pembroke Park,25.9852,-80.1777
Briar,32.9882,-97.5526
Kingston Estates,39.9188,-74.9898
Rochester,41.0591,-86.1959
Salton City,33.2994,-115.9609
Silver Lake,34.1409,-77.9089
Princeton,37.1068,-87.8853
Crystal City,28.6908,-99.8258
Willows,39.5149,-122.1995
Sidney,47.7152,-104.1679
Loudon,35.7414,-84.3701
Brookville,39.8393,-84.4176
Fairfield Plantation,33.6457,-84.9254
Jackson,39.0448,-82.6458
Penn Wynne,39.9867,-75.2715
Centerport,40.8951,-73.3704
South Williamsport,41.2294,-77.0009
Morris Plains,40.8356,-74.4786
Paulsboro,39.84,-75.2397
Prosser,46.2068,-119.7663
Roseland,40.8208,-74.3086
White Oak,32.5312,-94.8564
Gleneagle,39.0453,-104.8288
Boiling Spring Lakes,34.0327,-78.0685
Freeport,30.5039,-86.1391
East Kapolei,21.3633,-158.041
Portage Lakes,41.0034,-81.5347
Wilton,38.413,-121.2127
Bridgewater Center,40.6037,-74.6445
Martins Ferry,40.1014,-80.7253
Exton,40.0307,-75.6303
Wolfforth,33.5147,-102.0067
Elsmere,39.7384,-75.5946
Rushville,39.6171,-85.4463
Chillicothe,40.9158,-89.502
Fair Haven,40.3618,-74.0392
Crescent City,41.7728,-124.1902
Cameron Park,25.9706,-97.4775
Old Bethpage,40.7558,-73.4545
Mays Landing,39.4506,-74.7098
Aztec,36.8225,-107.971
South Valley Stream,40.6558,-73.7185
Braidwood,41.2695,-88.2235
Bridgeport,33.21,-97.7708
Torrington,42.0653,-104.1737
Willard,41.0518,-82.7232
Ishpeming,46.4862,-87.6658
Slinger,43.3317,-88.2798
Lake Fenton,42.8453,-83.7086
Bulverde,29.7744,-98.4364
North Scituate,42.2121,-70.7652
Doolittle,26.3597,-98.1167
Corry,41.9259,-79.6358
Rockford,43.1267,-85.5582
Northford,41.3949,-72.7826
Lauderdale-by-the-Sea,26.1991,-80.0971
Madison,44.0062,-97.1085
Rupert,42.6189,-113.674
Quebradillas,18.4724,-66.935
Cherryville,35.3844,-81.3781
Cumberland,39.7843,-85.9458
Wesley Hills,41.1578,-74.0768
Independence,42.4621,-91.9027
Riverside,39.4784,-76.2398
Marlow Heights,38.8237,-76.9484
Snyderville,40.7041,-111.5434
Palmer,61.5971,-149.1148
Yaphank,40.8323,-72.9233
Churchville,40.1922,-74.9982
Jonesboro,33.5211,-84.3548
Plaquemine,30.2833,-91.243
Rib Mountain,44.9195,-89.6757
Zuni Pueblo,35.0693,-108.8558
South Lakes,61.5874,-149.316
Pontoon Beach,38.7208,-90.0609
Branford Center,41.278,-72.8148
Oceanport,40.316,-74.0205
Laurence Harbor,40.4489,-74.2494
Darlington,34.3015,-79.867
Packanack Lake,40.9382,-74.2564
Tallulah,32.4068,-91.1916
Aptos,36.9912,-121.8934
Paoli,40.042,-75.4912
Edgewood,35.1318,-106.2151
Potomac Mills,38.6554,-77.3
Hellertown,40.5812,-75.3378
Gustine,37.2545,-120.9949
Tequesta,26.9618,-80.1011
Williamson,34.7082,-112.5343
Durham,39.6232,-121.7875
Glendale,38.5935,-90.3826
Midway,40.5183,-111.4746
Cheverly,38.9254,-76.9141
Maquoketa,42.059,-90.6649
Clairton,40.2976,-79.8854
Fort Washington,40.1408,-75.1926
North Hobbs,32.7731,-103.125
Woodcliff Lake,41.0253,-74.0604
Gas City,40.4887,-85.5944
Little Silver,40.3357,-74.0346
Kennett Square,39.8438,-75.7113
Battlefield,37.1194,-93.3683
Blackwell,36.8013,-97.3009
Briar Chapel,35.8241,-79.1168
Northville,42.4355,-83.489
De Queen,34.0426,-94.342
Mount Zion,39.7793,-88.8834
Milan,42.0816,-83.6854
Barnesville,33.0508,-84.1528
Newtown Grant,40.2619,-74.9481
Inniswold,30.3982,-91.071
Everman,32.6296,-97.2827
Homeland,33.7459,-117.1132
Puerto Real,18.0767,-67.1858
Avon,39.6442,-106.513
Jonesborough,36.2959,-82.4766
Pollock Pines,38.7575,-120.5921
Wayne,42.2379,-97.0101
Elburn,41.8852,-88.4606
Southgate,27.3066,-82.5107
Schriever,29.7333,-90.831
Cheshire Village,41.5041,-72.8969
The Village of Indian Hill,39.1916,-84.3345
Beardstown,39.9993,-90.4178
Gardiner,44.191,-69.7921
Happy Valley,40.4662,-122.4207
Swannanoa,35.6009,-82.3917
Kingston,35.8713,-84.4959
Vandalia,38.9754,-89.1117
Moores Mill,34.8491,-86.5222
Cambria,35.552,-121.0838
Three Oaks,26.4724,-81.7959
Pevely,38.2867,-90.3988
Fruit Heights,41.0277,-111.9082
Barnhart,38.336,-90.4046
Eudora,38.9345,-95.0956
Oreland,40.115,-75.1803
Solvang,34.5935,-120.1401
Rittman,40.9736,-81.785
Nazareth,40.74,-75.3131
Lake City,33.8676,-79.7534
Pauls Valley,34.7231,-97.2281
Sheridan,39.6468,-105.0182
Wilmore,37.8786,-84.6545
Lewistown,47.0514,-109.4524
Massanetta Springs,38.3899,-78.834
Truth or Consequences,33.1864,-107.2589
Franklin,41.3936,-79.8425
Rochester,46.8198,-123.0636
Dickson City,41.4684,-75.6358
Bellefonte,40.9141,-77.7683
Elmwood,29.9554,-90.1879
Harriman,35.9307,-84.5602
Manchester,47.5519,-122.5517
Louisville,33.1224,-89.0553
Pine Brook,40.8676,-74.3438
Watford City,47.8027,-103.2678
Tarrant,33.5945,-86.7685
Raton,36.8849,-104.4396
Dallas,35.3169,-81.183
Las Flores,33.584,-117.6237
Alpine,30.364,-103.665
Erwin,36.1456,-82.4115
Mocksville,35.9007,-80.5631
Hamlet,34.8892,-79.7099
Greenwood,38.8508,-94.3377
Port Clinton,41.5094,-82.9385
Gilbertsville,40.3219,-75.609
East Aurora,42.7667,-78.6172
West Concord,42.4517,-71.4035
Waterville,41.5015,-83.7367
Crafton,40.4333,-80.0712
Daniels Farm,41.2778,-73.2022
Edna,28.9757,-96.6483
Hockinson,45.7302,-122.4833
Maize,37.7749,-97.462
Hilton,43.29,-77.7925
North Fort Lewis,47.1222,-122.5962
Homestead Meadows North,31.8483,-106.1707
Somerset,40.0049,-79.0778
Oak View,34.403,-119.299
Blaine,48.9839,-122.7414
Richmond,39.2755,-93.9729
Country Homes,47.7479,-117.4199
Mattydale,43.0992,-76.1388
Sharon Hill,39.9075,-75.2679
Eucalyptus Hills,32.885,-116.9453
Santa Teresa,31.8701,-106.6714
Holly,42.7987,-83.622
Finderne,40.5626,-74.5743
Fort Myers Shores,26.7135,-81.7384
Childress,34.4293,-100.2516
McRae-Helena,32.0636,-82.8968
Moosic,41.3584,-75.7027
Fort Shawnee,40.6814,-84.1487
Asbury,42.512,-90.7802
Belding,43.0968,-85.2331
Doney Park,35.2656,-111.519
Fulton,39.1516,-76.9163
Montrose-Ghent,41.1538,-81.6437
Lucerne Valley,34.4427,-116.9021
Stokesdale,36.2318,-79.9834
Pass Christian,30.327,-89.2436
Larose,29.5669,-90.3751
Carver,44.7648,-93.6537
Barbecue,35.336,-79.0386
Bangor Base,47.7226,-122.7144
Chena Ridge,64.7941,-148.0357
Cidra,18.1776,-66.158
Schlusser,40.2433,-77.1802
Edgerton,42.8385,-89.0699
West Bountiful,40.8984,-111.9082
Clearfield,41.0216,-78.439
Groveport,39.8586,-82.8978
Granville,40.0646,-82.5024
Holdenville,35.0838,-96.4017
Manasquan,40.1186,-74.045
Norwood,39.8864,-75.2964
Enola,40.2908,-76.9348
Geneva,41.8007,-80.9461
Buena Vista,43.4176,-83.9005
Mount Arlington,40.919,-74.639
Hudson,42.2515,-73.7859
Hempstead,30.1006,-96.0777
Metropolis,37.1565,-88.7082
Stroudsburg,40.9838,-75.1972
Hidden Valley Lake,38.8005,-122.5505
Old Tappan,41.0163,-73.9855
Krum,33.2655,-97.2252
Crawfordville,30.1996,-84.3634
District Heights,38.8588,-76.8885
Wake Village,33.4238,-94.127
Littlefield,33.9192,-102.3348
Millersville,36.3969,-86.7111
Fort Wright,39.0463,-84.5362
Grayson Valley,33.6467,-86.6417
Northchase,34.3049,-77.8754
Estes Park,40.3699,-105.5217
Bonadelle Ranchos,36.9688,-119.8927
Alma,35.4919,-94.2165
Oelwein,42.6715,-91.9131
Lakemoor,42.3396,-88.2039
Salamanca,42.1631,-78.7233
Wilmer,32.5983,-96.6815
Monroeville,31.5162,-87.3279
Greenbrier,35.2289,-92.3836
Vauxhall,40.7174,-74.2838
Venus,32.4317,-97.1018
Lakehills,29.6237,-98.9448
East Quogue,40.8489,-72.5785
Willow Springs,41.7333,-87.8859
Hightstown,40.2686,-74.5253
Los Ranchos de Albuquerque,35.1625,-106.6482
Media,39.9199,-75.3889
Spring Grove,42.4545,-88.2399
East Farmingdale,40.7367,-73.4114
Estherville,43.3997,-94.8342
Steele Creek,64.9295,-147.3955
Belmar,40.1798,-74.0255
Swartz Creek,42.9631,-83.8251
Bartonville,40.6397,-89.6607
Harris Hill,42.973,-78.6793
Rincon Valley,32.1101,-110.6889
Petoskey,45.3649,-84.9888
Woodstock,38.875,-78.516
Eagleton Village,35.7882,-83.9363
Lemoore Station,36.2633,-119.9048
Byron,32.6476,-83.7539
Richmond,42.8094,-82.7518
Lake Bluff,42.2826,-87.851
Peoria Heights,40.7466,-89.57
Polk City,41.7779,-93.7134
Eaton,40.5257,-104.713
Attalla,34.005,-86.1039
Mulvane,37.4789,-97.2724
McKees Rocks,40.4688,-80.063
Yarmouth Port,41.7091,-70.2225
Carterville,37.763,-89.0841
Starke,29.9474,-82.1129
Shady Hollow,30.1645,-97.8631
Bensley,37.447,-77.442
Peculiar,38.7306,-94.4735
Windcrest,29.515,-98.3818
Pleasure Point,36.9619,-121.9715
Ulysses,37.5774,-101.3546
Shippensburg,40.0484,-77.5227
Slaton,33.4421,-101.6476
Gardnerville,38.939,-119.7369
South Hooksett,43.0331,-71.4254
Ephraim,39.3563,-111.5845
Columbia,31.2564,-89.8266
Weiser,44.2547,-116.9689
Patterson,29.691,-91.3096
Preston,42.0989,-111.8802
Medina,43.2197,-78.3888
Jan Phyl Village,28.0201,-81.7933
Germantown,39.6325,-84.3645
Merion Station,40.0035,-75.2501
Sierra View,41.0006,-75.4455
Lakeview,40.6775,-73.6493
East Moriches,40.8085,-72.7573
Walkertown,36.1576,-80.1641
Bay Harbor Islands,25.8877,-80.1334
Lochmoor Waterway Estates,26.6447,-81.9098
Osprey,27.1914,-82.48
Silver Lakes,34.7515,-117.343
Bear Valley Springs,35.174,-118.6532
Piedmont,34.7074,-82.4651
Salida,38.5298,-105.9979
Sherwood Manor,42.0101,-72.5667
Du Quoin,38.0019,-89.2323
Princeton,37.3689,-81.0961
Stafford Courthouse,38.4184,-77.4202
Cave Springs,36.2701,-94.2227
Bryn Mawr,40.0208,-75.3161
Parker,33.0571,-96.6244
Villa Park,33.818,-117.8104
Indian Hills,39.0894,-119.7977
Evansville,42.7781,-89.2967
Franklin Center,40.5321,-74.5415
Sultan,47.871,-121.8043
Zephyrhills West,28.2311,-82.2052
Maplewood,47.3715,-122.5689
San Leon,29.4902,-94.9405
Jamesburg,40.3493,-74.4399
Oxford,39.7858,-75.9801
Houghton Lake,44.3019,-84.7491
Plymouth,41.2404,-75.9507
Ettrick,37.2435,-77.4287
Campbelltown,40.276,-76.5829
Paola,38.5788,-94.8617
Dos Palos,36.9854,-120.6338
Deschutes River Woods,43.9887,-121.3608
East Hampton North,40.9728,-72.1892
Cottleville,38.7512,-90.6581
Homer,59.653,-151.5255
Dumfries,38.567,-77.3233
Rutgers University-Busch Campus,40.5214,-74.4654
Angier,35.5116,-78.7402
Eldorado at Santa Fe,35.5273,-105.934
New Holland,40.1008,-76.09
Belle Fourche,44.664,-103.8564
Monticello,36.8412,-84.8502
Yabucoa,18.0464,-65.8803
Tontitown,36.1642,-94.2457
Central City,37.2963,-87.128
Bright,39.2254,-84.8613
Finley,46.1697,-119.0447
East Alton,38.884,-90.1074
International Falls,48.5884,-93.4084
Livingston,30.71,-94.9381
Abingdon,39.4629,-76.2754
Washingtonville,41.4297,-74.1577
Union Beach,40.4454,-74.1699
Spring Ridge,39.4043,-77.3405
Pontotoc,34.2531,-89.0091
Berryville,36.371,-93.5704
Hutchins,32.6421,-96.7093
Perry,41.4648,-112.0401
McKenzie,36.1372,-88.5077
Poolesville,39.1423,-77.4102
Dayton,39.1127,-84.4639
Glencoe,44.7699,-94.151
Waynesboro,33.0909,-82.0145
Holtville,32.6314,-86.3268
Fruitland,38.3214,-75.6246
Mount Carmel,40.7959,-76.4119
Marion,36.8379,-81.5156
Wappingers Falls,41.5984,-73.9181
Tonganoxie,39.1088,-95.0811
Hillsboro,39.1752,-89.4723
Saranap,37.8878,-122.076
Zeeland,42.8139,-86.0129
Siesta Key,27.2779,-82.5516
Punxsutawney,40.9438,-78.9767
Elsa,26.2978,-97.9936
Hartford City,40.4537,-85.3736
Milton,42.775,-88.9429
Genoa,42.0926,-88.6964
Northfield,42.1025,-87.7791
Lake Goodwin,48.1343,-122.2785
Benton Park,35.3463,-119.0297
Kermit,31.854,-103.0924
Black Diamond,47.313,-122.0181
West Clarkston-Highland,46.4017,-117.0624
Dowagiac,41.9834,-86.1126
Fruitridge Pocket,38.5326,-121.4558
Highland Lakes,33.3973,-86.6495
Sandersville,32.9827,-82.8089
Nashville,35.9693,-77.9554
Covington,37.7786,-79.9867
East Harwich,41.7081,-70.0339
Moyock,36.5165,-76.1728
Norwood,40.9933,-73.951
Bliss Corner,41.6053,-70.9421
Grafton,41.2809,-82.038
Offutt AFB,41.1207,-95.9209
Winston,43.1201,-123.4246
Tracyton,47.6094,-122.6533
Selinsgrove,40.8003,-76.8646
Temple,33.7342,-85.0289
Kayenta,36.7144,-110.259
Yoakum,29.2934,-97.1468
Jackson,33.292,-83.9679
Pelham Manor,40.893,-73.8058
Lafayette,36.5241,-86.0304
New Whiteland,39.5617,-86.0994
Waimanalo,21.3421,-157.7303
Emporia,36.6953,-77.5356
North Windham,43.8233,-70.4293
West Modesto,37.6178,-121.0346
Crosspointe,38.7253,-77.2638
Henryetta,35.4417,-95.9864
Calverton,40.9138,-72.766
Chisago City,45.3473,-92.9116
Towaco,40.9263,-74.3451
Laurel Bay,32.4599,-80.7869
Waterford,42.7645,-88.216
Anadarko,35.065,-98.2443
Hidden Valley,39.1672,-84.8444
Creswell,43.9212,-123.016
Eastman,32.1973,-83.1714
Lavon,33.0252,-96.4381
Palmerton,40.8023,-75.616
Fairview,34.9295,-85.294
Adel,31.1264,-83.4229
Bowie,33.5566,-97.844
Imperial,38.3673,-90.3705
Kings Point,40.8161,-73.7405
Rainsville,34.4938,-85.8436
Leesville,31.1324,-93.2673
McGregor,31.4186,-97.4283
Holtville,32.8129,-115.3779
Rancho Murieta,38.5085,-121.0716
Mena,34.5812,-94.2369
Dundee,28.0115,-81.5995
New Brighton,40.7355,-80.309
Bellevue,39.1012,-84.4775
East Pasadena,34.1378,-118.0776
Suncrest,47.8297,-117.6056
Odessa,38.9988,-93.9666
Ranson,39.325,-77.8667
Country Knolls,42.9085,-73.807
Dundee,41.9642,-83.6636
Hollidaysburg,40.4311,-78.393
St. Clair,42.8262,-82.493
East Port Orchard,47.5194,-122.6183
Carlinville,39.2775,-89.8762
Belleview,29.0608,-82.0565
Williams,39.1498,-122.1389
White Rock,35.8075,-106.2067
Kaser,41.1214,-74.0684
White City,40.5666,-111.8636
Laie,21.6442,-157.9279
Sunset,41.1392,-112.0285
Wyndmoor,40.0856,-75.1941
Lake Mohegan,41.3165,-73.8475
Surfside,25.8787,-80.125
Leakesville,31.1497,-88.5557
Four Corners,45.6697,-111.1785
Grosse Pointe,42.3915,-82.9118
Monaca,40.6833,-80.2736
Sylvester,31.53,-83.8338
New Burlington,39.2628,-84.5501
McSwain,37.3145,-120.5868
Anamosa,42.1091,-91.2758
New Carlisle,39.9446,-84.0257
Chestertown,39.2182,-76.0714
Fort Myers Beach,26.4308,-81.9146
Dunlap,35.3675,-85.3899
La Habra Heights,33.9603,-117.951
Morganville,40.3756,-74.2444
Trenton,40.0818,-93.603
Red Oak,41.014,-95.225
Dulles Town Center,39.0265,-77.4196
Pahokee,26.8202,-80.6621
Margaret,33.6734,-86.468
Philomath,44.5423,-123.3599
DeWitt,41.8227,-90.5448
Somerdale,39.8455,-75.0218
Greenville,41.4051,-80.3836
Rothschild,44.8761,-89.6173
Credit River,44.6744,-93.3791
Columbia Falls,48.3708,-114.1902
Locust,35.2688,-80.4369
Gray,29.678,-90.7831
Berlin,43.9704,-88.9504
Silver Springs,39.3826,-119.2148
Noroton,41.0595,-73.4922
White Hall,34.2741,-92.1006
New Castle,39.6681,-75.5697
Exeter,41.3337,-75.8213
Sinton,28.0392,-97.5153
Walton,38.8645,-84.6122
Treasure Lake,41.1677,-78.7187
Rockwood,35.8692,-84.6731
Bessemer City,35.284,-81.2828
Spring Valley,41.3362,-89.2038
Wilmington,41.3207,-88.164
Iroquois Point,21.3218,-157.9803
Mount Carmel,36.562,-82.6618
Monticello,40.7455,-86.7668
Holdrege,40.4394,-99.3773
Mead,40.2318,-104.9911
Verdigris,36.2536,-95.66
Marlin,31.3085,-96.8934
Oakwood,34.2236,-83.8851
Kodiak,57.7934,-152.4059
Strawberry,37.8925,-122.5078
Albion,43.246,-78.1902
Osceola,41.0304,-93.784
Columbus,43.3354,-89.03
Quantico Base,38.5228,-77.3186
Glasgow Village,38.7578,-90.1984
Walterboro,32.901,-80.676
Otis Orchards-East Farms,47.703,-117.0854
Luling,29.6814,-97.6468
Blauvelt,41.0689,-73.9545
Pawcatuck,41.3774,-71.8492
Prairie du Chien,43.0429,-91.1372
Spirit Lake,43.4176,-95.1109
Floral City,28.7065,-82.309
Coraopolis,40.5148,-80.1627
St. Paul Park,44.8359,-92.9949
The Meadows,27.3647,-82.4716
Shillington,40.3029,-75.967
Fishhook,61.7199,-149.2621
Carlisle,39.5807,-84.3201
Candlewick Lake,42.3525,-88.8694
Belvedere,33.537,-81.9424
Macon,39.7426,-92.4711
South Gate Ridge,27.2856,-82.497
Rockdale,30.6543,-97.0089
Ellenton,27.5269,-82.5258
Toronto,40.4581,-80.6095
Hampton Manor,42.6197,-73.7288
Willow Park,32.7548,-97.6498
Manchester,39.6585,-76.8881
Lyons,40.6811,-74.5493
Sayre,41.9856,-76.5207
Smiths Station,32.528,-85.0943
Cicero,40.1246,-86.0242
Palermo,39.4313,-121.5225
Walnut Ridge,36.0848,-90.9467
Chesterbrook,40.0735,-75.4582
Douglass Hills,38.2367,-85.5499
Fairport,43.099,-77.4427
Wyldwood,30.1299,-97.48
Atlanta,33.1136,-94.1672
Wrightsboro,34.2895,-77.9217
Aledo,32.6974,-97.6069
New Hempstead,41.1488,-74.0485
Williamsville,42.9623,-78.7418
Caruthersville,36.1814,-89.6664
Wellston,39.1172,-82.5375
Alvarado,32.4068,-97.2149
